Player,Country,Season,Cumulative Mat,Cumulative Inns,Cumulative Overs,Cumulative Runs,Cumulative Wkts,Cumulative Econ,player_id
RA Jadeja,India,2015/16,22,22.0,72.40000009536743,529.0,14.0,7.33,fe93fd9d
RA Jadeja,India,2016,37,37.0,126.40000009536743,892.0,29.0,7.08,fe93fd9d
RA Jadeja,India,2017,39,39.0,131.40000009536743,942.0,31.0,7.23,fe93fd9d
RA Jadeja,India,2019,40,40.0,134.70000004768372,983.0,31.0,7.35,fe93fd9d
RA Jadeja,India,2019/20,42,42.0,139.70000004768372,1002.0,32.0,7.18,fe93fd9d
RA Jadeja,India,2020/21,49,49.0,161.70000004768372,1152.0,39.0,7.12,fe93fd9d
RA Jadeja,India,2021/22,50,49.0,161.70000004768372,1152.0,39.0,7.12,fe93fd9d
RA Jadeja,India,2022,58,56.0,186.70000004768372,1318.0,48.0,7.06,fe93fd9d
RA Jadeja,India,2023/24,64,62.0,205.70000004768372,1453.0,51.0,7.07,fe93fd9d
RA Jadeja,India,2024,66,64.0,211.20000004768372,1506.0,53.0,7.13,fe93fd9d
RA Reifer,West Indies,2022/23,0,0.0,0.0,0.0,0.0,0.0,d7725664
RA Sealy,Cayman Islands,2022,0,0.0,0.0,0.0,0.0,0.0,1e98804a
RA Sealy,Cayman Islands,2022/23,5,1.0,1.0,3.0,1.0,3.0,1e98804a
RA Sealy,Cayman Islands,2023/24,9,1.0,1.0,3.0,1.0,3.0,1e98804a
RA Thomas,Canada,2019,0,0.0,0.0,0.0,0.0,0.0,6db7068e
RA Thomas,Canada,2019/20,5,0.0,0.0,0.0,0.0,0.0,6db7068e
RA Tripathi,India,2022/23,0,0.0,0.0,0.0,0.0,0.0,77255a9e
RAJ Smith,Scotland,2018/19,0,0.0,0.0,0.0,0.0,0.0,6daf5e8c
RAS Lakmal,Sri Lanka,2011,0,0.0,0.0,0.0,0.0,0.0,2f28dc94
RAS Lakmal,Sri Lanka,2013,2,2.0,7.0,49.0,3.0,7.0,2f28dc94
RAS Lakmal,Sri Lanka,2014,3,3.0,11.0,78.0,4.0,7.08,2f28dc94
RAS Lakmal,Sri Lanka,2015/16,4,4.0,15.0,122.0,5.0,8.06,2f28dc94
RAS Lakmal,Sri Lanka,2016,6,6.0,21.40000009536743,189.0,6.0,8.73,2f28dc94
RAS Lakmal,Sri Lanka,2016/17,8,8.0,27.40000009536743,255.0,6.0,9.29,2f28dc94
RAS Lakmal,Sri Lanka,2017/18,9,9.0,28.40000009536743,273.0,7.0,10.26,2f28dc94
RAS Lakmal,Sri Lanka,2018/19,10,10.0,30.40000009536743,292.0,7.0,10.19,2f28dc94
RB Patel,Uganda,2021,0,0.0,0.0,0.0,0.0,0.0,f88dc8de
RB Patel,Uganda,2021/22,9,0.0,0.0,0.0,0.0,0.0,f88dc8de
RB Patel,Uganda,2022,19,0.0,0.0,0.0,0.0,0.0,f88dc8de
RB Patel,Uganda,2023,24,0.0,0.0,0.0,0.0,0.0,f88dc8de
RB Patel,Uganda,2023/24,32,0.0,0.0,0.0,0.0,0.0,f88dc8de
RB Patel,Uganda,2024,40,0.0,0.0,0.0,0.0,0.0,f88dc8de
RD Berrington,Scotland,2008,0,0.0,0.0,0.0,0.0,0.0,e21bc7f3
RD Berrington,Scotland,2009/10,4,4.0,11.100000381469727,56.0,5.0,5.01,e21bc7f3
RD Berrington,Scotland,2011/12,8,8.0,18.40000057220459,103.0,5.0,5.64,e21bc7f3
RD Berrington,Scotland,2012,12,12.0,25.40000057220459,179.0,9.0,7.37,e21bc7f3
RD Berrington,Scotland,2012/13,13,12.0,25.40000057220459,179.0,9.0,7.37,e21bc7f3
RD Berrington,Scotland,2013,15,12.0,25.40000057220459,179.0,9.0,7.37,e21bc7f3
RD Berrington,Scotland,2013/14,17,12.0,25.40000057220459,179.0,9.0,7.37,e21bc7f3
RD Berrington,Scotland,2015,21,12.0,25.40000057220459,179.0,9.0,7.37,e21bc7f3
RD Berrington,Scotland,2015/16,29,16.0,32.40000057220459,247.0,10.0,7.96,e21bc7f3
RD Berrington,Scotland,2016/17,36,20.0,41.80000019073486,305.0,14.0,7.57,e21bc7f3
RD Berrington,Scotland,2018,40,20.0,41.80000019073486,305.0,14.0,7.57,e21bc7f3
RD Berrington,Scotland,2018/19,46,25.0,50.80000019073486,371.0,18.0,7.52,e21bc7f3
RD Berrington,Scotland,2019,49,27.0,58.80000019073486,427.0,18.0,7.48,e21bc7f3
RD Berrington,Scotland,2019/20,53,31.0,67.80000019073486,492.0,22.0,7.45,e21bc7f3
RD Berrington,Scotland,2021,61,37.0,80.80000019073486,609.0,27.0,7.7,e21bc7f3
RD Berrington,Scotland,2021/22,64,39.0,82.80000019073486,630.0,27.0,7.84,e21bc7f3
RD Berrington,Scotland,2022,74,40.0,84.80000019073486,647.0,27.0,7.86,e21bc7f3
RD Berrington,Scotland,2022/23,76,41.0,85.80000019073486,660.0,28.0,7.98,e21bc7f3
RD Berrington,Scotland,2023,79,41.0,85.80000019073486,660.0,28.0,7.98,e21bc7f3
RD Berrington,Scotland,2023/24,85,41.0,85.80000019073486,660.0,28.0,7.98,e21bc7f3
RD Berrington,Scotland,2024,87,41.0,85.80000019073486,660.0,28.0,7.98,e21bc7f3
RD Chahar,India,2019,0,0.0,0.0,0.0,0.0,0.0,2ed569a0
RD Chahar,India,2020/21,1,1.0,3.0,27.0,1.0,9.0,2ed569a0
RD Chahar,India,2021,3,3.0,10.0,95.0,3.0,9.47,2ed569a0
RD Chahar,India,2021/22,5,5.0,18.0,137.0,7.0,7.78,2ed569a0
RD Gaikwad,India,2021,0,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD Gaikwad,India,2021/22,2,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD Gaikwad,India,2022,3,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD Gaikwad,India,2023,9,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD Gaikwad,India,2023/24,14,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD Gaikwad,India,2024,19,0.0,0.0,0.0,0.0,0.0,45a43fe2
RD McCann,Ireland,2011/12,0,0.0,0.0,0.0,0.0,0.0,92c43fac
RD Rickelton,South Africa,2024,0,0.0,0.0,0.0,0.0,0.0,e66732f8
RD Rickelton,South Africa,2024/25,6,0.0,0.0,0.0,0.0,0.0,e66732f8
RDB Ahir,Panama,2022/23,0,0.0,0.0,0.0,0.0,0.0,2f6f44bb
RDB Ahir,Panama,2023/24,4,4.0,13.100000381469727,89.0,5.0,6.75,2f6f44bb
RDM Leverock,Bermuda,2008,0,0.0,0.0,0.0,0.0,0.0,fbc5c0c6
RE Levi,South Africa,2011/12,0,0.0,0.0,0.0,0.0,0.0,18c78b11
RE Levi,South Africa,2012,4,0.0,0.0,0.0,0.0,0.0,18c78b11
RE Levi,South Africa,2012/13,7,0.0,0.0,0.0,0.0,0.0,18c78b11
RE van der Merwe,Netherlands,2015,0,0.0,0.0,0.0,0.0,0.0,05c2ca46
RE van der Merwe,Netherlands,2015/16,5,5.0,20.0,130.0,9.0,6.5,05c2ca46
RE van der Merwe,Netherlands,2016/17,8,7.0,24.0,161.0,12.0,6.86,05c2ca46
RE van der Merwe,Netherlands,2018,11,10.0,36.0,241.0,15.0,6.8,05c2ca46
RE van der Merwe,Netherlands,2018/19,12,11.0,40.0,265.0,17.0,6.73,05c2ca46
RE van der Merwe,Netherlands,2019,15,14.0,52.0,336.0,19.0,6.55,05c2ca46
RE van der Merwe,Netherlands,2019/20,17,16.0,60.0,392.0,24.0,6.61,05c2ca46
RE van der Merwe,Netherlands,2021/22,30,29.0,105.0999984741211,633.0,40.0,6.03,05c2ca46
RE van der Merwe,Netherlands,2022/23,33,31.0,111.0999984741211,690.0,40.0,6.26,05c2ca46
RE van der Merwe,Netherlands,2023/24,39,37.0,122.0999984741211,765.0,42.0,6.35,05c2ca46
RE van der Merwe,South Africa,2008/09,0,0.0,0.0,0.0,0.0,0.0,05c2ca46
RE van der Merwe,South Africa,2009,1,1.0,4.0,30.0,1.0,7.5,05c2ca46
RE van der Merwe,South Africa,2009/10,7,7.0,28.0,165.0,11.0,5.89,05c2ca46
RE van der Merwe,South Africa,2010,9,9.0,34.0,221.0,12.0,6.65,05c2ca46
RG Aga,Kenya,2008,0,0.0,0.0,0.0,0.0,0.0,2fdd16fe
RG Aga,Kenya,2011/12,4,4.0,13.5,83.0,3.0,6.0,2fdd16fe
RG Aga,Kenya,2012/13,9,9.0,21.5,136.0,5.0,6.34,2fdd16fe
RG Aga,Kenya,2013,11,10.0,23.5,153.0,6.0,6.56,2fdd16fe
RG Aga,Kenya,2013/14,14,13.0,33.60000038146973,215.0,10.0,6.45,2fdd16fe
RG Mukasa,Uganda,2019,0,0.0,0.0,0.0,0.0,0.0,011f6b42
RG Mukasa,Uganda,2019/20,4,2.0,7.0,40.0,0.0,5.71,011f6b42
RG Mukasa,Uganda,2021,6,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Mukasa,Uganda,2022,9,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Mukasa,Uganda,2022/23,13,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Mukasa,Uganda,2023,20,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Mukasa,Uganda,2023/24,40,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Mukasa,Uganda,2024,55,3.0,11.0,85.0,0.0,7.56,011f6b42
RG Sharma,India,2007/08,0,0.0,0.0,0.0,0.0,0.0,740742ef
RG Sharma,India,2008/09,6,0.0,0.0,0.0,0.0,0.0,740742ef
RG Sharma,India,2009,8,0.0,0.0,0.0,0.0,0.0,740742ef
RG Sharma,India,2009/10,13,1.0,2.0,15.0,0.0,7.5,740742ef
RG Sharma,India,2010,14,2.0,5.0,37.0,1.0,7.41,740742ef
RG Sharma,India,2010/11,19,2.0,5.0,37.0,1.0,7.41,740742ef
RG Sharma,India,2011,20,2.0,5.0,37.0,1.0,7.41,740742ef
RG Sharma,India,2011/12,22,3.0,6.0,53.0,1.0,10.28,740742ef
RG Sharma,India,2012,25,5.0,7.200000047683716,69.0,1.0,10.97,740742ef
RG Sharma,India,2012/13,27,6.0,8.200000047683716,78.0,1.0,10.64,740742ef
RG Sharma,India,2013/14,35,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2015/16,42,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2016,60,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2017,62,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2017/18,63,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2018,79,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2018/19,84,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2019,94,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2019/20,96,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2020/21,108,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2021/22,111,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2022,125,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2022/23,139,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2023/24,148,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RG Sharma,India,2024,151,9.0,11.200000047683716,113.0,1.0,10.98,740742ef
RHO Saunders,Norway,2022,0,0.0,0.0,0.0,0.0,0.0,60bb8160
RI Ahmed,Netherlands,2015,0,0.0,0.0,0.0,0.0,0.0,fa859d3c
RJ Campbell,Hong Kong,2015/16,0,0.0,0.0,0.0,0.0,0.0,f6993a56
RJ Gleeson,England,2022,0,0.0,0.0,0.0,0.0,0.0,402f8494
RJ Harris,Australia,2009/10,0,0.0,0.0,0.0,0.0,0.0,12eddf28
RJ Harris,Australia,2010,2,2.0,8.0,67.0,3.0,8.37,12eddf28
RJ Hatchman,Gibraltar,2019/20,0,0.0,0.0,0.0,0.0,0.0,01c05b6c
RJ Hatchman,Gibraltar,2021,1,1.0,4.0,33.0,0.0,8.25,01c05b6c
RJ Hatchman,Gibraltar,2022,5,5.0,11.0,118.0,1.0,11.36,01c05b6c
RJ Hatchman,Gibraltar,2023,12,9.0,21.0,253.0,2.0,12.31,01c05b6c
RJ Kirtley,England,2007/08,0,0.0,0.0,0.0,0.0,0.0,22860288
RJ Nicol,New Zealand,2010,0,0.0,0.0,0.0,0.0,0.0,8d8c24fd
RJ Nicol,New Zealand,2011/12,2,1.0,1.2999999523162842,9.0,0.0,6.0,8d8c24fd
RJ Nicol,New Zealand,2012,8,7.0,9.299999952316284,67.0,3.0,7.07,8d8c24fd
RJ Nicol,New Zealand,2012/13,11,9.0,13.299999952316284,102.0,4.0,7.44,8d8c24fd
RJ Nicol,New Zealand,2013/14,20,12.0,18.299999952316284,149.0,4.0,7.93,8d8c24fd
RJ Peterson,South Africa,2005/06,0,0.0,0.0,0.0,0.0,0.0,26ff4c29
RJ Peterson,South Africa,2006/07,1,1.0,3.0,29.0,2.0,9.66,26ff4c29
RJ Peterson,South Africa,2008/09,3,2.0,4.5,40.0,3.0,7.83,26ff4c29
RJ Peterson,South Africa,2010/11,5,4.0,10.5,86.0,6.0,7.74,26ff4c29
RJ Peterson,South Africa,2011/12,7,6.0,17.5,142.0,8.0,7.83,26ff4c29
RJ Peterson,South Africa,2012,9,8.0,24.5,205.0,10.0,8.12,26ff4c29
RJ Peterson,South Africa,2012/13,12,10.0,30.5,248.0,12.0,7.93,26ff4c29
RJ Peterson,South Africa,2014/15,20,18.0,55.5,423.0,21.0,7.52,26ff4c29
RJ Ranpura,Oman,2015,0,0.0,0.0,0.0,0.0,0.0,c024db94
RJ Ranpura,Oman,2015/16,1,1.0,4.0,17.0,2.0,4.25,c024db94
RJ Sidebottom,England,2007,0,0.0,0.0,0.0,0.0,0.0,9dca07d7
RJ Sidebottom,England,2007/08,2,2.0,8.0,67.0,3.0,8.37,9dca07d7
RJ Sidebottom,England,2009,4,4.0,15.199999809265137,102.0,8.0,6.57,9dca07d7
RJ Sidebottom,England,2009/10,8,8.0,28.399999618530273,202.0,11.0,7.03,9dca07d7
RJ Sidebottom,England,2010,9,9.0,32.39999961853027,223.0,11.0,6.84,9dca07d7
RJ Trott,Bermuda,2008,0,0.0,0.0,0.0,0.0,0.0,52f96571
RJ Trott,Bermuda,2019,3,2.0,6.300000190734863,42.0,0.0,6.46,52f96571
RJ Trott,Bermuda,2019/20,9,7.0,22.300000190734863,149.0,3.0,6.62,52f96571
RJ Trott,Bermuda,2021/22,15,13.0,38.30000019073486,277.0,8.0,7.26,52f96571
RJG Palmer,Jersey,2019,0,0.0,0.0,0.0,0.0,0.0,bc6f8328
RJG Palmer,Jersey,2019/20,1,1.0,2.0,10.0,1.0,5.0,bc6f8328
RJG Palmer,Jersey,2021/22,2,2.0,4.0,27.0,1.0,6.75,bc6f8328
RJG Palmer,Jersey,2022,4,4.0,9.0,53.0,2.0,5.97,bc6f8328
RJG Palmer,Jersey,2023,7,7.0,20.0,117.0,4.0,5.9,bc6f8328
RJMGM Rupasinghe,Sri Lanka,2009,0,0.0,0.0,0.0,0.0,0.0,4c7c6f58
RJW Topley,England,2015,0,0.0,0.0,0.0,0.0,0.0,8db7f47f
RJW Topley,England,2015/16,1,1.0,4.0,35.0,1.0,8.75,8db7f47f
RJW Topley,England,2021/22,6,6.0,17.100000381469727,173.0,5.0,10.19,8db7f47f
RJW Topley,England,2022,10,10.0,33.10000038146973,285.0,8.0,8.91,8db7f47f
RJW Topley,England,2022/23,19,19.0,69.10000038146973,569.0,19.0,8.42,8db7f47f
RJW Topley,England,2023/24,22,22.0,78.10000038146973,649.0,22.0,8.49,8db7f47f
RJW Topley,England,2024,25,25.0,89.40000057220459,735.0,28.0,8.36,8db7f47f
RK Kiseto,Tanzania,2021/22,0,0.0,0.0,0.0,0.0,0.0,780d1997
RK Kiseto,Tanzania,2022,8,8.0,30.0,192.0,11.0,6.4,780d1997
RK Kiseto,Tanzania,2022/23,9,9.0,33.0,217.0,11.0,6.61,780d1997
RK Kleinveldt,South Africa,2008/09,0,0.0,0.0,0.0,0.0,0.0,7955eb15
RK Kleinveldt,South Africa,2010,1,1.0,1.0,20.0,1.0,20.0,7955eb15
RK Kleinveldt,South Africa,2012/13,2,2.0,5.0,68.0,3.0,16.0,7955eb15
RK Paudel,Nepal,2018/19,0,0.0,0.0,0.0,0.0,0.0,1a3cc554
RK Paudel,Nepal,2019,1,0.0,0.0,0.0,0.0,0.0,1a3cc554
RK Paudel,Nepal,2019/20,6,0.0,0.0,0.0,0.0,0.0,1a3cc554
RK Paudel,Nepal,2021/22,11,0.0,0.0,0.0,0.0,0.0,1a3cc554
RK Paudel,Nepal,2022,16,1.0,0.5,2.0,1.0,2.4,1a3cc554
RK Paudel,Nepal,2023,21,1.0,0.5,2.0,1.0,2.4,1a3cc554
RK Paudel,Nepal,2023/24,24,2.0,3.5,28.0,1.0,5.53,1a3cc554
RK Paudel,Nepal,2024,43,9.0,17.5,124.0,5.0,6.56,1a3cc554
RK Paudel,Nepal,2024/25,56,11.0,22.5,151.0,9.0,6.35,1a3cc554
RK Singh,India,2023,0,0.0,0.0,0.0,0.0,0.0,0a509d6b
RK Singh,India,2023/24,5,0.0,0.0,0.0,0.0,0.0,0a509d6b
RK Singh,India,2024,15,0.0,0.0,0.0,0.0,0.0,0a509d6b
RK Singh,India,2024/25,23,1.0,1.0,3.0,2.0,3.0,0a509d6b
RL Bhudia,Kenya,2007/08,0,0.0,0.0,0.0,0.0,0.0,47d00fb5
RL Chase,West Indies,2021/22,0,0.0,0.0,0.0,0.0,0.0,3feda4fa
RL Chase,West Indies,2022/23,6,5.0,14.199999809265137,85.0,6.0,5.93,3feda4fa
RL Chase,West Indies,2023,8,6.0,18.199999809265137,128.0,6.0,6.73,3feda4fa
RL Chase,West Indies,2023/24,10,8.0,26.199999809265137,181.0,7.0,6.7,3feda4fa
RL Chase,West Indies,2024,11,9.0,30.199999809265137,200.0,9.0,6.49,3feda4fa
RL Chase,West Indies,2024/25,22,19.0,55.19999980926514,366.0,18.0,6.57,3feda4fa
RL Vitas,Serbia,2022,0,0.0,0.0,0.0,0.0,0.0,869f61bc
RLB Rambukwella,Sri Lanka,2013/14,0,0.0,0.0,0.0,0.0,0.0,5a892f36
RLB Rambukwella,Sri Lanka,2016,1,1.0,4.0,19.0,1.0,4.75,5a892f36
RM Dorji,Bhutan,2019/20,0,0.0,0.0,0.0,0.0,0.0,3d7f02d4
RM Dorji,Bhutan,2022,1,0.0,0.0,0.0,0.0,0.0,3d7f02d4
RM Dorji,Bhutan,2023/24,7,0.0,0.0,0.0,0.0,0.0,3d7f02d4
RM Dorji,Bhutan,2024/25,15,4.0,9.0,81.0,1.0,9.0,3d7f02d4
RM Haq,Scotland,2007/08,0,0.0,0.0,0.0,0.0,0.0,27159c6a
RM Haq,Scotland,2008,2,1.0,4.0,49.0,2.0,12.25,27159c6a
RM Haq,Scotland,2009,3,2.0,8.0,78.0,2.0,9.75,27159c6a
RM Haq,Scotland,2009/10,4,3.0,12.0,103.0,4.0,8.58,27159c6a
RM Haq,Scotland,2011/12,8,7.0,25.0,180.0,6.0,7.06,27159c6a
RM Haq,Scotland,2012,12,11.0,41.0,272.0,15.0,6.58,27159c6a
RM Haq,Scotland,2012/13,13,12.0,45.0,299.0,18.0,6.6,27159c6a
RM Haq,Scotland,2013,15,14.0,51.0,333.0,18.0,6.46,27159c6a
RM Haq,Scotland,2013/14,17,16.0,59.0,361.0,21.0,6.09,27159c6a
RM Hira,New Zealand,2011/12,0,0.0,0.0,0.0,0.0,0.0,2e966563
RM Hira,New Zealand,2012,5,5.0,15.0,119.0,3.0,7.93,2e966563
RM Hira,New Zealand,2012/13,7,7.0,19.199999809265137,161.0,3.0,8.43,2e966563
RM Hira,New Zealand,2013,13,12.0,38.19999980926514,303.0,9.0,8.03,2e966563
RM Koda,Indonesia,2022/23,0,0.0,0.0,0.0,0.0,0.0,f0a45427
RM Koda,Indonesia,2023,6,6.0,17.0,89.0,6.0,5.23,f0a45427
RM Koda,Indonesia,2023/24,9,9.0,28.0,170.0,9.0,5.94,f0a45427
RM Koda,Indonesia,2024,24,24.0,73.20000076293945,473.0,22.0,6.4,f0a45427
RM Koda,Indonesia,2024/25,36,36.0,115.29999923706055,705.0,37.0,6.1,f0a45427
RM Scott,United States of America,2021/22,0,0.0,0.0,0.0,0.0,0.0,7febdb69
RM Siri,Argentina,2019/20,0,0.0,0.0,0.0,0.0,0.0,f1737607
RM Siri,Argentina,2021/22,4,0.0,0.0,0.0,0.0,0.0,f1737607
RM West,Ireland,2009,0,0.0,0.0,0.0,0.0,0.0,d1761087
RML Taylor,Scotland,2013/14,0,0.0,0.0,0.0,0.0,0.0,7fa2ab1f
RML Taylor,Scotland,2015,4,4.0,10.0,83.0,1.0,8.3,7fa2ab1f
RML Taylor,Scotland,2015/16,5,5.0,14.0,100.0,4.0,7.49,7fa2ab1f
RMS Eranga,Sri Lanka,2012,0,0.0,0.0,0.0,0.0,0.0,8f7a598f
RMS Eranga,Sri Lanka,2012/13,1,1.0,4.0,30.0,2.0,7.5,8f7a598f
RN Lewis,West Indies,2007/08,0,0.0,0.0,0.0,0.0,0.0,69362253
RN Patel,Kenya,2019/20,0,0.0,0.0,0.0,0.0,0.0,db1bf9c2
RN Patel,Kenya,2021,2,0.0,0.0,0.0,0.0,0.0,db1bf9c2
RN Patel,Kenya,2021/22,9,0.0,0.0,0.0,0.0,0.0,db1bf9c2
RN Patel,Kenya,2022,15,1.0,2.0,7.0,2.0,3.5,db1bf9c2
RN Patel,Kenya,2022/23,19,1.0,2.0,7.0,2.0,3.5,db1bf9c2
RN Patel,Kenya,2023,24,3.0,3.200000047683716,24.0,4.0,9.67,db1bf9c2
RN Patel,Kenya,2023/24,34,4.0,5.200000047683716,34.0,4.0,8.5,db1bf9c2
RN Patel,Kenya,2024,44,5.0,7.200000047683716,39.0,5.0,7.3,db1bf9c2
RN Patel,Kenya,2024/25,51,6.0,8.200000047683716,50.0,5.0,7.92,db1bf9c2
RN ten Doeschate,Netherlands,2008,0,0.0,0.0,0.0,0.0,0.0,4ec07775
RN ten Doeschate,Netherlands,2009,3,3.0,12.0,67.0,6.0,5.58,4ec07775
RN ten Doeschate,Netherlands,2009/10,5,5.0,20.0,144.0,9.0,7.2,4ec07775
RN ten Doeschate,Netherlands,2018,9,9.0,34.0,241.0,12.0,7.07,4ec07775
RN ten Doeschate,Netherlands,2018/19,10,9.0,34.0,241.0,12.0,7.07,4ec07775
RN ten Doeschate,Netherlands,2019/20,13,10.0,35.0,245.0,13.0,6.77,4ec07775
RN ten Doeschate,Netherlands,2021/22,22,10.0,35.0,245.0,13.0,6.77,4ec07775
ROC Dunka,Cayman Islands,2023/24,0,0.0,0.0,0.0,0.0,0.0,762f43b7
RP Arnold,Sri Lanka,2006,0,0.0,0.0,0.0,0.0,0.0,cccdde80
RP Burl,Zimbabwe,2017/18,0,0.0,0.0,0.0,0.0,0.0,b08252b8
RP Burl,Zimbabwe,2018,2,2.0,4.0,32.0,1.0,8.0,b08252b8
RP Burl,Zimbabwe,2019,4,4.0,7.0,70.0,1.0,10.33,b08252b8
RP Burl,Zimbabwe,2019/20,12,11.0,22.0,205.0,5.0,9.48,b08252b8
RP Burl,Zimbabwe,2020/21,16,15.0,33.0,279.0,11.0,8.75,b08252b8
RP Burl,Zimbabwe,2021,22,19.0,43.0,349.0,13.0,8.38,b08252b8
RP Burl,Zimbabwe,2022,34,27.0,70.0,532.0,21.0,7.9,b08252b8
RP Burl,Zimbabwe,2022/23,47,37.0,97.0,702.0,32.0,7.47,b08252b8
RP Burl,Zimbabwe,2023/24,58,43.0,114.0,833.0,39.0,7.5,b08252b8
RP Burl,Zimbabwe,2024,74,55.0,150.0,1044.0,49.0,7.14,b08252b8
RP Burl,Zimbabwe,2024/25,77,55.0,150.0,1044.0,49.0,7.14,b08252b8
RP Magar,Nepal,2014/15,0,0.0,0.0,0.0,0.0,0.0,95bcba19
RP Magar,Nepal,2015,1,0.0,0.0,0.0,0.0,0.0,95bcba19
RP Meredith,Australia,2020/21,0,0.0,0.0,0.0,0.0,0.0,64775749
RP Meredith,Australia,2021,3,3.0,11.0,83.0,4.0,7.54,64775749
RP Meredith,Australia,2024,5,5.0,18.5,188.0,8.0,9.88,64775749
RP Mitchell,Bahamas,2021/22,0,0.0,0.0,0.0,0.0,0.0,fc30a5b7
RP Singh,India,2007/08,0,0.0,0.0,0.0,0.0,0.0,c3d1402f
RP Singh,India,2009,8,7.0,28.0,191.0,13.0,6.82,c3d1402f
RR Bastiansz,Malta,2022,0,0.0,0.0,0.0,0.0,0.0,5365f10f
RR Bastiansz,Malta,2023,2,0.0,0.0,0.0,0.0,0.0,5365f10f
RR Behera,United States of America,2021/22,0,0.0,0.0,0.0,0.0,0.0,e0672ff4
RR Emrit,West Indies,2017/18,0,0.0,0.0,0.0,0.0,0.0,e7de4f6b
RR Emrit,West Indies,2018,1,1.0,4.0,42.0,1.0,10.5,e7de4f6b
RR Hendricks,South Africa,2014/15,0,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2016/17,5,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2017,6,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2017/18,9,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2018,12,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2018/19,13,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2019/20,20,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2020/21,23,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2021,28,0.0,0.0,0.0,0.0,0.0,b8cc58c9
RR Hendricks,South Africa,2021/22,36,1.0,1.0,21.0,0.0,21.0,b8cc58c9
RR Hendricks,South Africa,2022,40,1.0,1.0,21.0,0.0,21.0,b8cc58c9
RR Hendricks,South Africa,2022/23,48,1.0,1.0,21.0,0.0,21.0,b8cc58c9
RR Hendricks,South Africa,2023/24,51,1.0,1.0,21.0,0.0,21.0,b8cc58c9
RR Hendricks,South Africa,2024,56,1.0,1.0,21.0,0.0,21.0,b8cc58c9
RR Hendricks,South Africa,2024/25,71,3.0,4.5,58.0,0.0,13.43,b8cc58c9
RR Joshi,Canada,2021/22,0,0.0,0.0,0.0,0.0,0.0,a323465c
RR Joshi,Canada,2024,3,3.0,8.0,41.0,3.0,5.12,a323465c
RR Pant,India,2016/17,0,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2017,1,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2017/18,2,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2018/19,4,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2019,15,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2019/20,18,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2020/21,28,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2021/22,33,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2022,43,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2022/23,59,0.0,0.0,0.0,0.0,0.0,919a3be2
RR Pant,India,2024,66,0.0,0.0,0.0,0.0,0.0,919a3be2
